00731:(46, 66), (14, 14), (68, 71), (131, 137)
00732:(50, 71), (12, 13), (56, 64), (149, 132)
00733:(47, 70), (43, 45), (44, 45), (86, 68)
00734:(50, 73), (83, 73), (66, 70), (12, 13)
00735:(58, 76), (73, 70), (74, 70), (117, 137)
00736:(45, 71), (68, 70), (68, 70), (159, 135)
00737:(54, 66), (81, 66), (87, 68), (136, 124)
00739:(58, 75), (85, 71), (86, 71), (119, 139)
00740:(55, 75), (80, 73), (81, 73), (113, 132)
00742:(48, 73), (69, 70), (64, 69), (160, 138)
00744:(54, 79), (68, 69), (68, 69), (108, 142)
00746:(56, 72), (75, 71), (76, 71), (143, 135)
00747:(98, 77), (133, 144), (133, 143), (175, 138)
00750:(64, 73), (83, 72), (83, 72), (157, 137)
00751:(69, 92), (80, 72), (70, 69), (110, 143)
00753:(123, 177), (11, 12), (57, 64), (159, 133)
00756:(59, 71), (103, 85), (101, 84), (74, 68)
00757:(61, 71), (74, 70), (74, 70), (158, 132)
00758:(53, 77), (67, 71), (73, 72), (147, 141)
00759:(50, 69), (85, 71), (81, 71), (178, 145)
00760:(76, 77), (65, 73), (66, 72), (180, 141)
00764:(56, 76), (15, 14), (81, 72), (123, 137)
00765:(58, 70), (86, 70), (91, 71), (106, 137)
00767:(45, 64), (68, 66), (70, 66), (34, 33)
00768:(53, 75), (68, 69), (67, 70), (153, 138)
00772:(100, 74), (60, 70), (62, 70), (120, 137)
00773:(51, 69), (84, 72), (81, 72), (165, 141)
00774:(50, 76), (59, 69), (58, 69), (144, 132)
00775:(48, 73), (68, 69), (64, 68), (162, 135)
00777:(103, 138), (55, 49), (53, 48), (133, 119)
00778:(76, 67), (14, 13), (50, 44), (117, 133)
00780:(11, 13), (11, 13), (11, 13), (10, 12)
00781:(40, 35), (40, 35), (40, 34), (13, 12)
00782:(11, 12), (11, 12), (12, 12), (12, 12)
00784:(13, 12), (37, 35), (14, 13), (14, 13)
00787:(13, 14), (13, 14), (13, 14), (14, 14)
00788:(12, 12), (13, 12), (12, 12), (12, 12)
00789:(12, 12), (12, 12), (12, 12), (12, 12)
00791:(12, 13), (12, 13), (12, 13), (12, 13)
00792:(13, 14), (13, 14), (13, 14), (13, 14)
00793:(12, 13), (13, 13), (13, 13), (13, 14)
00794:(13, 12), (13, 12), (13, 12), (13, 12)
00795:(10, 12), (10, 11), (10, 12), (10, 11)
00796:(39, 35), (38, 35), (39, 35), (13, 12)
00797:(11, 11), (11, 11), (11, 11), (10, 11)
00799:(13, 14), (12, 13), (12, 13), (13, 14)
00800:(11, 12), (11, 12), (11, 12), (10, 12)
00801:(12, 12), (12, 13), (12, 13), (12, 13)
00802:(11, 11), (11, 11), (11, 11), (11, 11)
00803:(11, 12), (12, 12), (12, 12), (11, 12)
00804:(13, 12), (13, 12), (12, 12), (13, 11)
00805:(11, 12), (12, 12), (11, 12), (11, 12)
00806:(12, 12), (12, 12), (12, 12), (11, 11)
00807:(12, 13), (12, 13), (12, 13), (12, 13)
00808:(11, 13), (11, 13), (11, 13), (11, 13)
00809:(13, 13), (12, 13), (12, 13), (13, 13)
00810:(11, 12), (11, 12), (11, 12), (11, 12)
00811:(11, 12), (11, 12), (11, 12), (11, 12)
00814:(11, 12), (11, 12), (11, 12), (12, 12)
00816:(10, 12), (11, 12), (11, 12), (11, 12)
00818:(6, 7), (13, 13), (12, 13), (13, 14)
00819:(13, 13), (13, 13), (13, 13), (13, 13)
00820:(37, 35), (38, 35), (38, 34), (13, 12)
00823:(12, 13), (11, 12), (11, 12), (11, 12)
00824:(12, 12), (12, 12), (12, 12), (12, 12)
00828:(13, 14), (13, 14), (36, 38), (14, 14)
00830:(12, 12), (12, 12), (12, 12), (11, 12)
00834:(80, 71), (78, 71), (25, 23), (27, 23)
00836:(26, 24), (14, 14), (14, 14), (16, 15)
00837:(23, 23), (70, 69), (71, 69), (25, 23)
00838:(25, 23), (74, 69), (78, 70), (24, 23)
00839:(78, 70), (82, 70), (79, 70), (27, 23)
00840:(25, 23), (80, 69), (84, 70), (27, 23)
00998:(15, 14), (16, 14), (16, 14), (16, 14)
00999:(9, 10), (9, 10), (9, 10), (9, 10)
01000:(27, 24), (95, 75), (97, 75), (28, 24)
01001:(23, 24), (69, 70), (67, 70), (22, 23)
01002:(10, 10), (10, 10), (10, 10), (10, 10)
01003:(9, 10), (9, 10), (8, 10), (9, 10)
01004:(24, 22), (78, 67), (74, 67), (23, 22)
01005:(10, 10), (10, 10), (10, 10), (10, 10)
01007:(56, 57), (56, 57), (56, 57), (56, 57)
01008:(25, 22), (78, 68), (79, 68), (26, 23)
01009:(11, 11), (11, 11), (11, 11), (11, 11)
01010:(32, 25), (95, 75), (93, 73), (27, 23)
